2026-02-19 17:46:09,259 | INFO | reelly_scraper | {'unique_id': 3169, 'url': 'https://find.reelly.io/projects/3169', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3169', 'name': 'Radisson Residences'}
2026-02-19 17:46:09,268 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,268 | INFO | reelly_scraper | {'unique_id': 3237, 'url': 'https://find.reelly.io/projects/3237', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3237', 'name': 'Sera Gardens'}
2026-02-19 17:46:09,268 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,268 | INFO | reelly_scraper | {'unique_id': 3238, 'url': 'https://find.reelly.io/projects/3238', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3238', 'name': 'Orvessa Residences'}
2026-02-19 17:46:09,269 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,269 | INFO | reelly_scraper | {'unique_id': 3236, 'url': 'https://find.reelly.io/projects/3236', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3236', 'name': 'Crystal Tower by VHS'}
2026-02-19 17:46:09,269 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,269 | INFO | reelly_scraper | {'unique_id': 3001, 'url': 'https://find.reelly.io/projects/3001', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3001', 'name': 'Stamn Mia Tower'}
2026-02-19 17:46:09,269 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,269 | INFO | reelly_scraper | {'unique_id': 3011, 'url': 'https://find.reelly.io/projects/3011', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3011', 'name': 'Vista Verde'}
2026-02-19 17:46:09,270 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,270 | INFO | reelly_scraper | {'unique_id': 2757, 'url': 'https://find.reelly.io/projects/2757', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/2757', 'name': 'MAAK Residence'}
2026-02-19 17:46:09,270 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,270 | INFO | reelly_scraper | {'unique_id': 3244, 'url': 'https://find.reelly.io/projects/3244', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3244', 'name': 'Serenz'}
2026-02-19 17:46:09,270 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,270 | INFO | reelly_scraper | {'unique_id': 3269, 'url': 'https://find.reelly.io/projects/3269', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3269', 'name': 'Radisson Blu Hotel & Residences'}
2026-02-19 17:46:09,270 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,270 | INFO | reelly_scraper | {'unique_id': 3221, 'url': 'https://find.reelly.io/projects/3221', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3221', 'name': 'Binghatti Luxuria'}
2026-02-19 17:46:09,270 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,270 | INFO | reelly_scraper | {'unique_id': 3257, 'url': 'https://find.reelly.io/projects/3257', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3257', 'name': 'A1LA Residence'}
2026-02-19 17:46:09,270 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,270 | INFO | reelly_scraper | {'unique_id': 3239, 'url': 'https://find.reelly.io/projects/3239', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3239', 'name': 'Binghatti Skyflame'}
2026-02-19 17:46:09,271 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,271 | INFO | reelly_scraper | {'unique_id': 3246, 'url': 'https://find.reelly.io/projects/3246', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3246', 'name': 'Binghatti Etherea'}
2026-02-19 17:46:09,271 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,271 | INFO | reelly_scraper | {'unique_id': 3241, 'url': 'https://find.reelly.io/projects/3241', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3241', 'name': 'Rotana Residences South Tower'}
2026-02-19 17:46:09,271 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,271 | INFO | reelly_scraper | {'unique_id': 3232, 'url': 'https://find.reelly.io/projects/3232', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3232', 'name': 'One By Preston'}
2026-02-19 17:46:09,271 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,271 | INFO | reelly_scraper | {'unique_id': 3198, 'url': 'https://find.reelly.io/projects/3198', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3198', 'name': 'Maravea Residences'}
2026-02-19 17:46:09,271 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,272 | INFO | reelly_scraper | {'unique_id': 3248, 'url': 'https://find.reelly.io/projects/3248', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3248', 'name': 'Expo Valley Views - Ghadeer'}
2026-02-19 17:46:09,272 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,272 | INFO | reelly_scraper | {'unique_id': 3226, 'url': 'https://find.reelly.io/projects/3226', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3226', 'name': 'The Meriva Collection'}
2026-02-19 17:46:09,272 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,272 | INFO | reelly_scraper | {'unique_id': 3242, 'url': 'https://find.reelly.io/projects/3242', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3242', 'name': 'Rotana Residences North Tower'}
2026-02-19 17:46:09,272 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,272 | INFO | reelly_scraper | {'unique_id': 3143, 'url': 'https://find.reelly.io/projects/3143', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3143', 'name': 'Marquis Horizon'}
2026-02-19 17:46:09,272 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,272 | INFO | reelly_scraper | {'unique_id': 3157, 'url': 'https://find.reelly.io/projects/3157', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3157', 'name': 'Parkgreen Residences'}
2026-02-19 17:46:09,272 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,272 | INFO | reelly_scraper | {'unique_id': 2902, 'url': 'https://find.reelly.io/projects/2902', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/2902', 'name': 'The Residences at Sheraton Al Marjan Island Resort'}
2026-02-19 17:46:09,272 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,272 | INFO | reelly_scraper | {'unique_id': 3148, 'url': 'https://find.reelly.io/projects/3148', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3148', 'name': 'Divine Elements'}
2026-02-19 17:46:09,273 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,273 | INFO | reelly_scraper | {'unique_id': 3222, 'url': 'https://find.reelly.io/projects/3222', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3222', 'name': 'Wedyan – The Canal'}
2026-02-19 17:46:09,273 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,273 | INFO | reelly_scraper | {'unique_id': 1973, 'url': 'https://find.reelly.io/projects/1973', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/1973', 'name': 'Interstellar Tower'}
2026-02-19 17:46:09,273 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
2026-02-19 17:46:09,273 | INFO | reelly_scraper | {'unique_id': 3193, 'url': 'https://find.reelly.io/projects/3193', 'api_url': 'https://api-reelly.up.railway.app/api/internal/projects/3193', 'name': 'Inaura Hotels & Residences Downtown'}
2026-02-19 17:46:09,273 | INFO | reelly_scraper | save eroor due to ValidationError (ProductUrl:None) (StringField only accepts string values: ['unique_id'])
